-2.415409109614711003e+00 -1.495982157595499018e-15
-2.412092265576303074e+00 -4.334013382574790498e-15
-2.406568339681448787e+00 8.751580519363560839e-16
-2.398843555057949217e+00 1.136249717058115073e-14
-2.388926628110736861e+00 -3.224880496022939014e-14
-2.376828772466372364e+00 3.999249209949397844e-14
-2.362563705251335300e+00 -2.020333847948827552e-14
-2.346147654323540443e+00 -4.400269404984392503e-15
-2.306940132857507653e+00 2.801580364271131170e-15
-2.327599369090063153e+00 8.026935134513161117e-15
-2.259386718270642191e+00 -2.163527893257341829e-15
-2.284193780499015780e+00 3.796702868949104569e-15
-2.232547951768673933e+00 -4.230498435244957778e-15
-2.203709117616619917e+00 1.019288189697311086e-15
-2.172904525760476879e+00 -6.420306821503694288e-16
-2.140171209866908342e+00 -8.919342160222455128e-16
-2.069080554574875830e+00 2.294598704649241566e-16
-2.105548990804990250e+00 6.864585683577181850e-16
-2.030811548308119274e+00 1.997685359918385706e-16
-1.990790698710360740e+00 1.697694559139234571e-16
-1.949069957561332389e+00 -2.604598729795730181e-16
-1.905704681042751369e+00 1.166638944458784267e-17
-1.860753850548720001e+00 -1.796445065850978559e-16
-1.814280345092558200e+00 -7.126697969720904749e-16
-1.717038413484861747e+00 2.147730356587289884e-16
2.415409109614772731e+00 3.291542596483268499e-16
2.412092265576795569e+00 1.677466207890453522e-15
2.406568339677242374e+00 3.973409174664395065e-15
-1.666418685097080798e+00 -7.561334245099983060e-17
-1.614574840209285878e+00 1.591851720558731205e-16
2.388926628092253424e+00 1.745816269598849555e-14
2.398843555069717581e+00 -3.243528245609995286e-14
-1.561596247092837286e+00 2.433390450349620198e-16
2.376828772486410113e+00 9.385865750843460712e-15
-1.766351277934554043e+00 1.406432300213624656e-16
2.362563705232553435e+00 -7.776081920748929932e-15
2.346147654345420275e+00 9.093839486903159638e-15
-1.507579907756390059e+00 1.052962946357404144e-16
2.327599369056821299e+00 5.701482868733576835e-17
2.306940132904599761e+00 -4.601361642115567954e-15
-1.452631735220553777e+00 6.094830409024628319e-16
2.284193780446545308e+00 -5.925253344908496849e-15
2.259386718314828624e+00 3.741914275402250071e-14
-1.396868171568424577e+00 4.138123103257951868e-15
2.232547951741185255e+00 -5.303765489041337398e-14
2.203709117628531722e+00 2.474729627678943976e-14
-1.168490220563951132e+00 -4.994811111027307919e-16
-1.110946505751116309e+00 3.060917837157642594e-16
-1.283426215220700328e+00 8.780691073378445237e-15
2.172904525758492689e+00 4.420032897939122608e-15
-5.884173222875228593e-01 -7.214437237423767091e-16
-1.226054932138342712e+00 5.317899127486555889e-15
-6.029261816563761256e-01 1.370658937416109440e-15
-1.053674108905469753e+00 1.900935656347351820e-16
-6.262201978461531260e-01 -9.950792996485673158e-16
2.140171209863699353e+00 -5.230519987953587963e-15
-9.969686603334616537e-01 1.072987663177935731e-16
-6.571871098056525362e-01 5.984771370808124661e-16
-6.945957040289126860e-01 1.523213693302148410e-16
-7.372506864597795362e-01 3.543274218575477853e-16
2.105548990810345966e+00 3.910811832907320800e-14
-9.411831599426473405e-01 -8.240335855436898966e-18
-7.840798046347825512e-01 6.385781809927731143e-16
2.069080554569885155e+00 -7.577939860201695421e-14
2.030811548311167947e+00 4.240869463243850396e-14
1.990790698709307360e+00 -1.086277173468563823e-14
1.949069957561373467e+00 6.256724928275155957e-15
1.905704681043069781e+00 -6.047830465309344919e-15
1.860753850547938404e+00 -2.547300038334796068e-15
5.884173222875725973e-01 2.590268936580589593e-16
1.814280345093674418e+00 4.244056060198817581e-14
1.452631735220508258e+00 3.440413116032040748e-15
1.507579907756160020e+00 -5.878894285289787640e-15
1.766351277934023134e+00 -8.063201154835502800e-14
6.029261816562766496e-01 -1.420852321857935736e-16
1.396868171568795391e+00 -1.458361601496141567e-15
1.561596247092759571e+00 5.337754443300748643e-16
1.614574840209809681e+00 -2.070597256927323529e-15
6.262201978461600094e-01 2.677822035079117349e-16
1.340418247376838901e+00 -3.591710397371822398e-15
1.666418685096689778e+00 -2.130065515895548365e-15
6.571871098059620664e-01 -5.176629700645353397e-17
1.283426215220805133e+00 4.001990503896973742e-15
1.717038413484887727e+00 4.742006760849225358e-14
1.226054932138362474e+00 -2.667066953991315040e-15
6.945957040282113581e-01 -8.981045557432653690e-17
-1.340418247377142880e+00 -1.908581816807478902e-14
-8.867431904821594379e-01 7.729535353075373468e-16
1.168490220563931592e+00 2.776585198410266695e-15
9.411831599427853412e-01 -5.248272196076955257e-16
9.969686603333605124e-01 -5.471753453943772033e-16
7.372506864605656851e-01 7.274772529519360131e-17
8.867431904821719835e-01 3.051717631147377725e-17
7.840798046343873118e-01 1.902544063748178181e-16
1.110946505751151392e+00 2.550799887846636106e-15
1.053674108905442885e+00 -3.179714814112968977e-15
-8.341655458709567039e-01 -2.728291166998126881e-15
8.341655458709429372e-01 1.347751744390367938e-16
-2.248402938602952603e-11 -1.050956950665995760e-13
2.248456589412165576e-11 1.050860610391572813e-13
